geonameid	name	lat	lon	feature_code	admin1	admin2	population	timezone	modified
544203	Koshki	54.20851	50.46698	PPLA2	65		8086	Europe/Samara	2025-07-16
544263	Koshekhabl’	44.90007	40.50326	PPLA2	01		7313	Europe/Moscow	2024-01-09
544318	Kosa	59.94538	54.99189	PPLA2	90		2199	Asia/Yekaterinburg	2024-05-14
544370	Koryazhma	61.31242	47.14829	PPLA2	06		42627	Europe/Moscow	2024-02-08
544397	Kortkeros	61.81329	51.57714	PPLA2	34		4429	Europe/Moscow	2024-05-14
544440	Korsakovo	53.26764	37.35807	PPLA2	56		1465	Europe/Moscow	2023-05-11
544707	Korocha	50.81087	37.19607	PPLA2	09		5890	Europe/Moscow	2024-10-11
544896	Korenovsk	45.46723	39.44923	PPLA2	38		41665	Europe/Moscow	2024-09-12
544906	Korenevo	51.41065	34.90008	PPLA2	41	544901	6236	Europe/Moscow	2024-08-09
545001	Korablino	53.92666	40.02365	PPLA2	62		14469	Europe/Moscow	2023-06-14
545223	Konyshëvka	51.8418	35.2941	PPLA2	41		4038	Europe/Moscow	2023-11-07
545277	Konstantinovsk	47.58113	41.0934	PPLA2	61		18876	Europe/Moscow	2024-09-12
545353	Konosha	60.97306	40.26322	PPLA2	06		12383	Europe/Moscow	2024-02-08
545575	Kondrovo	54.8059	35.93067	PPLA2	25		14462	Europe/Moscow	2023-05-11
545626	Kondopoga	62.20406	34.26932	PPLA2	28		34360	Europe/Moscow	2023-12-11
545673	Konakovo	56.70153	36.77305	PPLA2	77		42239	Europe/Moscow	2023-05-11
545727	Komsomol’skiy	45.32944	46.04211	PPLA2	24		5099	Europe/Moscow	2024-08-12
545736	Komsomol’sk	57.02944	40.37566	PPLA2	21		8975	Europe/Moscow	2023-11-07
545905	Komarovskiy	51.032	59.866	PPLA2	55		0	Asia/Yekaterinburg	2026-02-22
545946	Komarichi	52.42086	34.79758	PPLA2	10		7090	Europe/Moscow	2023-04-05
546092	Kolpna	52.2226	37.03096	PPLA2	56		7081	Europe/Moscow	2023-05-11
546105	Kolpino	59.75069	30.58856	PPL	66		138979	Europe/Moscow	2019-09-05
546230	Kolomna	55.07108	38.78399	PPLA2	47		147690	Europe/Moscow	2023-07-11
546282	Kologriv	58.82667	44.31831	PPLA2	37		3605	Europe/Moscow	2023-12-11
546521	Kol’chugino	56.3045	39.37656	PPLA2	83		45912	Europe/Moscow	2023-09-06
546554	Kola	68.88138	33.01769	PPLA2	49		10600	Europe/Moscow	2024-02-08
546672	Kokhma	56.9321	41.0947	PPLA2	21		28984	Europe/Moscow	2023-11-07
546798	Kochkurovo	54.03805	45.43502	PPLA2	46		3185	Europe/Moscow	2024-05-14
546845	Kochëvo	59.60035	54.31501	PPLA2	90		3261	Asia/Yekaterinburg	2024-06-09
547162	Knyaginino	55.82213	45.03482	PPLA2	51		6923	Europe/Moscow	2023-12-11
547475	Klintsy	52.76033	32.23905	PPLA2	10		66336	Europe/Moscow	2023-04-05
547523	Klin	56.33169	36.7292	PPLA2	47		80778	Europe/Moscow	2025-07-16
547560	Klimovsk	55.36352	37.52984	PPL	47		55206	Europe/Moscow	2019-09-05
547591	Klimovo	52.37877	32.1963	PPLA2	10		14482	Europe/Moscow	2023-04-05
547677	Kletskaya	49.31361	43.0628	PPLA2	84		5362	Europe/Volgograd	2024-09-12
547681	Kletnya	53.38981	33.21732	PPLA2	10		13658	Europe/Moscow	2023-04-05
547831	Kizner	56.27489	51.508	PPLA2	80		9847	Europe/Samara	2024-02-08
547840	Kizlyar	43.84686	46.70977	PPLA2	17		50564	Europe/Moscow	2023-06-14
547849	Kizilyurt	43.20279	46.86594	PPLA2	17		33411	Europe/Moscow	2023-06-14
547853	Kizil’skoye	52.72098	58.89648	PPLA2	13		0	Asia/Yekaterinburg	2025-02-18
547927	Kiyasovo	56.34907	53.12439	PPLA2	80		3265	Europe/Samara	2024-02-08
548114	Kislovodsk	43.91333	42.72083	PPLA2	70		132771	Europe/Moscow	2024-09-05
548278	Kirzhach	56.15273	38.85509	PPLA2	83		30566	Europe/Moscow	2023-09-06
548330	Kirsanov	52.6509	42.73481	PPLA2	72		17975	Europe/Moscow	2024-04-20
548333	Kirs	59.33829	52.24402	PPLA2	33		11385	Europe/Kirov	2024-01-09
548392	Kirovsk	59.88002	30.99549	PPLA2	42		24678	Europe/Moscow	2023-10-06
548395	Kirovo-Chepetsk	58.55091	50.031	PPLA2	33		90252	Europe/Kirov	2024-01-09
548408	Kirov	58.59809	49.65783	PPLA	33	548394	507155	Europe/Kirov	2026-04-14
548410	Kirov	54.06889	34.29891	PPLA2	25		39319	Europe/Moscow	2023-05-11
548442	Kirishi	59.47417	32.04007	PPLA2	42		56190	Europe/Moscow	2023-10-06
548478	Kirillov	59.86299	38.38128	PPLA2	85	548455	7468	Europe/Moscow	2019-03-30
548493	Kirgiz-Miyaki	53.63123	54.80422	PPLA2	08		7673	Asia/Yekaterinburg	2024-12-12
548506	Kireyevsk	53.9297	37.92148	PPLA2	76		25513	Europe/Moscow	2023-05-11
548602	Kingisepp	59.37627	28.61409	PPLA2	42		50566	Europe/Moscow	2023-10-06
548605	Kineshma	57.43665	42.12766	PPLA2	21		92983	Europe/Moscow	2023-11-07
548622	Kinel’-Cherkassy	53.4669	51.4941	PPLA2	65		18393	Europe/Samara	2025-07-16
548625	Kinel’	53.22658	50.62614	PPLA2	65		34336	Europe/Samara	2025-07-16
548652	Kimry	56.87456	37.35957	PPLA2	77		52070	Europe/Moscow	2023-05-11
548658	Kimovsk	53.97312	38.53502	PPLA2	76		31947	Europe/Moscow	2026-03-19
548695	Kil’mez’	56.94459	51.06363	PPLA2	33		5954	Europe/Kirov	2024-01-09
548715	Kilemary	56.77848	46.86499	PPLA2	45		3903	Europe/Moscow	2023-12-11
548740	Preobrazhenskaya	50.74068	43.0526	PPLA2	84		5475	Europe/Volgograd	2024-09-12
548747	Kiknur	57.30405	47.20037	PPLA2	33		5246	Europe/Kirov	2024-01-09
548890	Khvoynaya	58.89665	34.512	PPLA2	52		6637	Europe/Moscow	2023-09-06
548946	Khvorostyanka	52.61127	48.96008	PPLA2	65		4899	Europe/Samara	2025-07-16
548972	Khvastovichi	53.46814	35.09294	PPLA2	25		4545	Europe/Moscow	2023-05-11
548982	Khvalynsk	52.49114	48.10606	PPLA2	67		13437	Europe/Saratov	2025-07-16
549105	Khunzakh	42.54286	46.70605	PPLA2	17		3955	Europe/Moscow	2023-10-06
549175	Khuchni	41.95137	47.94892	PPLA2	17		3637	Europe/Moscow	2023-10-06
549341	Khotynets	53.1286	35.3966	PPLA2	56		4182	Europe/Moscow	2023-05-11
549479	Khoroshëvo-Mnevniki	55.78363	37.47137	PPLX	47		159000	Europe/Moscow	2013-04-02
549610	Khomutovo	52.85219	37.4408	PPLA2	56		4647	Europe/Moscow	2023-05-11
549617	Khomutovka	51.9207	34.5619	PPLA2	41		4936	Europe/Moscow	2023-10-06
549718	Kholm-Zhirkovskiy	55.511	33.48667	PPLA2	69		3726	Europe/Moscow	2023-02-10
549797	Kholm	57.14893	31.18173	PPLA2	52		4000	Europe/Moscow	2023-09-06
549848	Khokhol’skiy	51.56955	38.77088	PPLA2	86		7963	Europe/Moscow	2025-07-16
550102	Khlevnoye	52.19472	39.08909	PPLA2	43		6150	Europe/Moscow	2023-12-11
550201	Khiv	41.75455	47.93071	PPLA2	17		2401	Europe/Moscow	2023-10-06
550234	Khislavichi	54.18714	32.15817	PPLA2	69		4496	Europe/Moscow	2023-02-10
550277	Khima	42.65484	45.85267	PPLA2	12	Itum-Kalinskiy Rayon	0	Europe/Moscow	2023-12-11
550280	Khimki	55.9001	37.42848	PPLA2	47	550279	239967	Europe/Moscow	2026-04-04
550478	Khasavyurt	43.24872	46.58571	PPLA2	17	Gorod Khasavyurt	126829	Europe/Moscow	2023-06-14
550671	Kharabali	47.40769	47.25391	PPLA2	07		18223	Europe/Astrakhan	2024-01-09
550785	Orlov	58.53917	48.89166	PPLA2	33		8400	Europe/Kirov	2024-01-09
550868	Khabez	44.04422	41.77046	PPLA2	27		5806	Europe/Moscow	2024-01-09
550902	Kez	57.8957	53.7132	PPLA2	80		10792	Europe/Samara	2012-04-05
550949	Kesova Gora	57.58396	37.2962	PPLA2	77		3946	Europe/Moscow	2023-05-11
551124	Kemlya	54.693	45.259	PPLA2	46		4761	Europe/Moscow	2025-08-18
551145	Kem’	64.95695	34.59176	PPLA2	28		13829	Europe/Moscow	2023-12-11
551438	Kazanskaya	49.7906	41.14744	PPLA2	61		4946	Europe/Moscow	2026-05-05
551487	Kazan	55.78874	49.12214	PPLA	73	862913	1243500	Europe/Moscow	2026-04-14
551667	Kavkazskiy	44.26703	42.23219	PPLA2	27		3052	Europe/Moscow	2024-01-09
551669	Kavkazskaya	45.44392	40.66703	PPLA2	38		11680	Europe/Moscow	2024-09-12
551794	Katav-Ivanovsk	54.75263	58.20137	PPLA2	13		19339	Asia/Yekaterinburg	2025-02-18
551816	Kasumkent	41.67746	48.15182	PPLA2	17		12225	Europe/Moscow	2023-10-06
551823	Kastornoye	51.83011	38.13075	PPLA2	41		4390	Europe/Moscow	2023-10-06
551846	Lagan’	45.39177	47.36452	PPLA2	24		14045	Europe/Moscow	2024-08-12
551847	Kaspiysk	42.88165	47.63919	PPL	17	830812	81752	Europe/Moscow	2023-05-28
551891	Kasimov	54.94377	41.40341	PPLA2	62		35355	Europe/Moscow	2023-06-14
551948	Kashirskoye	51.40872	39.58783	PPLA2	86		4564	Europe/Moscow	2025-07-16
551964	Kashira	54.84763	38.18214	PPLA2	47		40084	Europe/Moscow	2023-07-11
551986	Kashin	57.35918	37.60806	PPLA2	77		16598	Europe/Moscow	2023-05-11
552006	Kashary	49.03973	41.00427	PPLA2	61		6292	Europe/Moscow	2024-09-12
552133	Karsun	54.19774	46.97723	PPLA2	81		8128	Europe/Ulyanovsk	2025-09-09
552256	Karpogory	64.00235	44.44585	PPLA2	06		4441	Europe/Moscow	2024-02-08
552312	Karmaskaly	54.36555	56.17133	PPLA2	08		7858	Asia/Yekaterinburg	2024-12-12
552558	Kardymovo	54.89011	32.43184	PPLA2	69		4951	Europe/Moscow	2023-02-10
552692	Karata	42.59453	46.34052	PPLA2	17		4838	Europe/Moscow	2023-06-14
552830	Karakulino	56.012	53.70669	PPLA2	80		5052	Europe/Samara	2024-02-08
552862	Karaidel’	55.84201	56.89774	PPLA2	08		5184	Asia/Yekaterinburg	2024-12-12
552887	Karagay	58.26615	54.9325	PPLA2	90		6586	Asia/Yekaterinburg	2024-05-14
552920	Karachev	53.12255	34.98494	PPLA2	10		19757	Europe/Moscow	2023-04-05
552924	Karachayevsk	43.77233	41.91366	PPLA2	27		20264	Europe/Moscow	2024-01-09
552951	Karabulak	43.30513	44.89949	PPLA2	19		34511	Europe/Moscow	2023-12-11
552953	Karabudakhkent	42.70916	47.56299	PPLA2	17		13207	Europe/Moscow	2023-10-06
553099	Kantemirovka	49.70437	39.85831	PPLA2	86		12770	Europe/Moscow	2025-07-16
553152	Kanevskaya	46.09534	38.97691	PPLA2	38		45334	Europe/Moscow	2024-09-12
553248	Kamyzyak	46.10502	48.07823	PPLA2	07		16191	Europe/Astrakhan	2024-01-09
553271	Kamyshla	54.11733	52.14302	PPLA2	65		4789	Europe/Samara	2025-07-16
553287	Kamyshin	50.0885	45.41277	PPLA2	84		128626	Europe/Volgograd	2024-09-12
553389	Kameshkovo	56.34919	40.99859	PPLA2	83		13935	Europe/Moscow	2023-09-06
553399	Kamensk-Shakhtinsky	48.31779	40.25948	PPLA2	61		75814	Europe/Moscow	2023-06-04
553427	Kamenolomni	47.66783	40.20479	PPLA2	61		12262	Europe/Moscow	2024-09-12
553769	Kamenka	50.71366	39.42451	PPLA2	86	553410	8594	Europe/Moscow	2026-01-18
553835	Kambarka	56.2666	54.2056	PPLA2	80		12464	Europe/Samara	2024-02-08
553884	Kalyazin	57.23975	37.83286	PPLA2	77		14655	Europe/Moscow	2023-05-11
553915	Kaluga	54.53063	36.27	PPLA	25		340851	Europe/Moscow	2026-04-14
553929	Kaltasy	55.96918	54.79966	PPLA2	08		4454	Asia/Yekaterinburg	2024-12-12
554173	Kalininskaya	45.4847	38.66355	PPLA2	38	undefined = Kalininskiy Rayon	13363	Europe/Moscow	2024-09-12
554199	Kalininsk	51.49777	44.47678	PPLA2	67		18685	Europe/Saratov	2025-07-16
554233	Korolev	55.91417	37.82556	PPLA2	47	8521441	139798	Europe/Moscow	2019-01-18
554234	Kaliningrad	54.70639	20.51102	PPLA	23	825118	475056	Europe/Kaliningrad	2026-04-14
554397	Kalach-na-Donu	48.69099	43.52638	PPLA2	84		27522	Europe/Volgograd	2024-09-12
554410	Kalach	50.425	41.01595	PPLA2	86		20449	Europe/Moscow	2025-07-16
554482	Kagal’nitskaya	46.88052	40.14804	PPLA2	61		6848	Europe/Moscow	2024-09-12
554502	Kadyy	57.78624	43.19113	PPLA2	37		3783	Europe/Moscow	2023-12-11
554544	Kadoshkino	54.02671	44.41745	PPLA2	46		4763	Europe/Moscow	2024-05-14
554549	Kadom	54.55912	42.4676	PPLA2	62		6027	Europe/Moscow	2023-06-14
554599	Kachkanar	58.7002	59.4839	PPLA2	71		43983	Asia/Yekaterinburg	2024-04-20
554770	Izobil’nyy	45.36653	41.7091	PPLA2	70		39022	Europe/Moscow	2024-01-09
554776	Iznoski	54.9878	35.30928	PPLA2	25	11205600	1877	Europe/Moscow	2023-05-11
554787	Izmaylovo	55.78677	37.80165	PPLX	47		104000	Europe/Moscow	2013-04-02
554806	Izmalkovo	52.68819	37.96638	PPLA2	43		4072	Europe/Moscow	2023-12-11
554830	Izhma	65.00798	53.91126	PPLA2	34		3599	Europe/Moscow	2024-05-14
554840	Izhevsk	56.85225	53.19862	PPLA	80		648213	Europe/Samara	2026-04-14
554973	Ivnya	51.05758	36.14802	PPLA2	09		7824	Europe/Moscow	2024-10-11
555111	Ivanteyevka	55.97111	37.92083	PPL	47		51085	Europe/Moscow	2023-06-04
555112	Ivanteyevka	52.26764	49.10512	PPLA2	67		6127	Europe/Saratov	2025-07-16
555129	Ivanovskoye	55.76667	37.83333	PPLX	48	8520891	128000	Europe/Moscow	2016-04-01
555312	Ivanovo	56.99988	40.97257	PPLA	21	825094	406113	Europe/Moscow	2026-04-14
555681	Itum-Kali	42.73599	45.57706	PPLA2	12		2922	Europe/Moscow	2023-12-11
555717	Isyangulovo	52.18925	56.58676	PPLA2	08		7455	Asia/Yekaterinburg	2024-12-12
555746	Istra	55.91979	36.86876	PPLA2	47		33390	Europe/Moscow	2023-07-11
555980	Ishimbay	53.44769	56.03873	PPLA2	08		70421	Asia/Yekaterinburg	2024-12-12
555984	Isheyevka	54.42618	48.26983	PPLA2	81		9944	Europe/Ulyanovsk	2025-09-09
556111	Isakly	54.13066	51.53674	PPLA2	65		4417	Europe/Samara	2025-07-16
556230	Ipatovo	45.71801	42.90612	PPLA2	70		29073	Europe/Moscow	2024-01-09
556273	Inzhich-Chukun	44.0616	41.78639	PPLA2	27		0	Europe/Moscow	2024-01-09
556275	Inzhavino	52.31976	42.49154	PPLA2	72		10278	Europe/Moscow	2024-04-20
556283	Inza	53.85342	46.3513	PPLA2	81		19737	Europe/Ulyanovsk	2025-09-09
556318	Insar	53.86722	44.36915	PPLA2	46		8837	Europe/Moscow	2024-05-14
556961	Ilovlya	49.30007	43.98441	PPLA2	84		11930	Europe/Volgograd	2024-09-12
557060	Il’inskoye-Khovanskoye	56.97269	39.76611	PPLA2	21		3562	Europe/Moscow	2023-11-07
557101	Il’inskoye	56.92362	28.52499	PPLA3	60		0	Europe/Moscow	2020-06-10
557127	Il’insko-Podomskoye	61.12022	47.97627	PPLA2	06		2973	Europe/Moscow	2024-02-08
557138	Il’inskiy	58.56993	55.69503	PPLA2	90		0	Asia/Yekaterinburg	2024-05-14
557340	Ilek	51.52696	53.3824	PPLA2	55		9898	Asia/Yekaterinburg	2024-11-12
557390	Ikryanoye	46.09292	47.72965	PPLA2	07		9880	Europe/Astrakhan	2024-01-09
557413	Iki Burul	45.82327	44.6457	PPLA2	24		3709	Europe/Moscow	2024-09-12
557469	Igra	57.5549	53.0544	PPLA2	80		22033	Europe/Samara	2019-09-02
557563	Iglino	54.82689	56.41209	PPLA2	08		13958	Asia/Yekaterinburg	2024-12-12
557588	Idritsa	56.33157	28.89884	PPLA2	60		5623	Europe/Moscow	2017-05-07
557710	Gvardeysk	54.64772	21.06513	PPLA2	23		13088	Europe/Kaliningrad	2016-03-09
557775	Gus’-Khrustal’nyy	55.61171	40.65023	PPLA2	83		62746	Europe/Moscow	2023-09-06
557882	Gusev	54.59222	22.19972	PPLA2	23		28690	Europe/Kaliningrad	2019-09-05
557906	Gur’yevsk	54.77323	20.60521	PPLA2	23		11474	Europe/Kaliningrad	2020-06-10
557979	Gunib	42.38689	46.961	PPLA2	17		2576	Europe/Moscow	2023-10-06
558082	Gukovo	48.06212	39.9355	PPLA2	61		66079	Europe/Moscow	2024-09-12
558118	Gudermes	43.35082	46.10095	PPLA2	12		32769	Europe/Moscow	2024-09-08
558146	Gubkin	51.28375	37.5351	PPLA2	09		87000	Europe/Moscow	2024-10-11
558312	Gryazi	52.49535	39.94031	PPLA2	43		47413	Europe/Moscow	2023-12-11
558418	Grozny	43.31195	45.68895	PPLA	12	11497700	297137	Europe/Moscow	2026-05-03
558799	Gribanovskiy	51.45015	41.96206	PPLA2	86		17220	Europe/Moscow	2025-07-16
559029	Grazhdanka	60.017	30.417	PPLX	66	554181	71128	Europe/Moscow	2024-03-04
559034	Grayvoron	50.47893	35.68087	PPLA2	09		6212	Europe/Moscow	2024-10-11
559073	Grakhovo	56.05017	51.96758	PPLA2	80		3400	Europe/Samara	2024-02-08
559138	Grachëvka	52.91996	52.87026	PPLA2	55		0	Asia/Yekaterinburg	2024-11-12
559317	Goryachiy Klyuch	44.63394	39.13582	PPLA2	38		28078	Europe/Moscow	2024-09-12
559400	Gorshechnoye	51.52356	38.03799	PPLA2	41		6758	Europe/Moscow	2023-10-06
559459	Gorokhovets	56.19958	42.68866	PPLA2	83		14247	Europe/Moscow	2023-09-06
559475	Gorodovikovsk	46.08776	41.93344	PPLA2	24		9809	Europe/Moscow	2024-08-12
559654	Gorodishche	48.80263	44.47491	PPLA2	84		19509	Europe/Volgograd	2024-09-12
559678	Gorodets	56.65497	43.47269	PPLA2	51		31788	Europe/Moscow	2023-12-11
559731	Gornyy	51.75748	48.53688	PPLA2	67		7045	Europe/Saratov	2025-07-16
559752	Gornozavodsk	58.37314	58.32607	PPLA2	90		12796	Asia/Yekaterinburg	2024-05-14
560191	Gordeyevka	52.9569	31.9703	PPLA2	10		3005	Europe/Moscow	2023-04-05
560465	Gol’yanovo	55.82299	37.81306	PPLX	48		158000	Europe/Moscow	2013-04-02
560995	Glushkovo	51.34066	34.63915	PPLA2	41		5618	Europe/Moscow	2023-10-06
561131	Glubokoye	56.6089	29.02066	PPLA3	60		0	Europe/Moscow	2017-05-07
561234	Glinka	54.6435	32.87299	PPLA2	69		1964	Europe/Moscow	2023-02-10
561240	Glinishchevo	53.30332	34.07158	PPLA2	10	571467	4156	Europe/Moscow	2023-10-21
561250	Glembochino	56.18758	28.3785	PPLA3	60		0	Europe/Moscow	2017-05-07
561313	Glazunovka	52.50057	36.31997	PPLA2	56		6666	Europe/Moscow	2023-05-11
561347	Glazov	58.14	52.65619	PPLA2	80		100676	Europe/Samara	2024-02-08
561560	Gergebil’	42.50472	47.06611	PPLA2	17		5107	Europe/Moscow	2023-10-06
561593	Georgiyevskoye	58.73187	45.02554	PPLA2	37		2800	Europe/Moscow	2023-12-11
561627	Georgiyevsk	44.1494	43.47019	PPLA2	70		72649	Europe/Moscow	2024-01-09
561667	Gelendzhik	44.58014	38.06646	PPLA2	38		50715	Europe/Moscow	2024-09-12
561679	Gdov	58.74439	27.81959	PPLA2	60		5521	Europe/Moscow	2023-06-14
561698	Gayny	60.30443	54.32413	PPLA2	90		4331	Asia/Yekaterinburg	2024-05-14
561731	Gay	51.47274	58.45155	PPLA2	55		41619	Asia/Yekaterinburg	2024-11-12
561762	Gavrilov-Yam	57.30259	39.85263	PPLA2	88	561761	17351	Europe/Moscow	2023-10-06
561783	Gavrilov Posad	56.55894	40.12039	PPLA2	21		6948	Europe/Moscow	2023-11-07
561804	Gavrilovka Vtoraya	52.8766	42.77127	PPLA2	72		2699	Europe/Moscow	2024-04-20
561887	Gatchina	59.57639	30.12833	PPLA2	42	561883	89761	Europe/Moscow	2023-06-03
562209	Gagino	55.23103	45.02448	PPLA2	51	562208	3933	Europe/Moscow	2023-12-11
562237	Gagarin	55.55329	34.99684	PPLA2	69		28879	Europe/Moscow	2023-02-10
562309	Furmanov	57.25417	41.11122	PPLA2	21		38380	Europe/Moscow	2023-11-07
562319	Fryazino	55.96131	38.04643	PPLA2	47		52255	Europe/Moscow	2023-07-11
562321	Fryazevo	55.73321	38.46458	PPL	47		53212	Europe/Moscow	2012-01-17
562389	Frolovo	49.7688	43.65417	PPLA2	84		40882	Europe/Volgograd	2024-09-12
562573	Fokino	53.45472	34.41345	PPLA2	10		0	Europe/Moscow	2023-04-05
562627	Firovo	57.48135	33.70211	PPLA2	77		2746	Europe/Moscow	2023-05-11
562820	Fili	55.74819	37.47969	PPLX	47		80000	Europe/Moscow	2013-04-02
562873	Ferzikovo	54.51913	36.75671	PPLA2	25		4344	Europe/Moscow	2023-05-11
562878	Fershampenuaz	53.52356	59.81844	PPLA2	13	523633	4403	Asia/Yekaterinburg	2025-02-18
563171	Fëdorovka	53.17896	55.18559	PPLA2	08		0	Asia/Yekaterinburg	2024-12-12
563300	Fatezh	52.08972	35.85906	PPLA2	41		5722	Europe/Moscow	2023-10-06
563379	Ezhva	61.81281	50.72834	PPL	34		56000	Europe/Moscow	2012-01-17
563420	Ertil’	51.83818	40.80169	PPLA2	86		12622	Europe/Moscow	2025-07-16
563435	Erken-Shakhar	44.3778	41.9584	PPLA2	27		0	Europe/Moscow	2024-01-09
563464	Engels	51.48389	46.10528	PPL	67		196011	Europe/Saratov	2026-05-08
563511	Elkhotovo	43.3395	44.20486	PPLA2	68		0	Europe/Moscow	2025-08-06
563514	Elista	46.30794	44.25537	PPLA	24		106971	Europe/Moscow	2026-04-14
563523	Elektrostal’	55.78647	38.45713	PPLA2	47		144387	Europe/Moscow	2023-07-11
563623	Dzhayrakh	42.82362	44.67654	PPLA2	19		1174	Europe/Moscow	2023-12-11
563705	Dzerzhinskiy	55.62868	37.8443	PPLA2	47		41146	Europe/Moscow	2023-07-11
563708	Dzerzhinsk	56.24422	43.45543	PPLA2	51		233126	Europe/Moscow	2023-12-11
563719	Dyurtyuli	55.4873	54.86176	PPLA2	08		31087	Asia/Yekaterinburg	2024-12-12
563792	Dylym	43.07099	46.63454	PPLA2	17		8069	Europe/Moscow	2023-10-06
563822	Dyat’kovo	53.59782	34.33825	PPLA2	10	563821	25000	Europe/Moscow	2023-04-11
564191	Duminichi	53.93375	35.11042	PPLA2	25		7779	Europe/Moscow	2023-05-11
564234	Dukhovshchina	55.19168	32.41073	PPLA2	69		4494	Europe/Moscow	2023-02-10
564241	Dukhovnitskoye	52.47929	48.20891	PPLA2	67		5943	Europe/Saratov	2025-07-16
564449	Dubrovka	56.39101	28.6385	PPLA3	60		0	Europe/Moscow	2017-05-07
564487	Dubrovka	53.69245	33.50532	PPLA2	10		8427	Europe/Moscow	2023-04-05
564593	Dubovskoye	47.41042	42.7655	PPLA2	61		8019	Europe/Moscow	2024-09-12
564654	Dubovka	49.05616	44.82913	PPLA2	84		15217	Europe/Volgograd	2024-09-12
564719	Dubna	56.74049	37.18648	PPLA2	47		60604	Europe/Moscow	2023-07-11
564723	Dubna	54.15446	36.96138	PPLA2	76		6019	Europe/Moscow	2023-05-11
564813	Dubënki	54.44717	46.30561	PPLA2	46		0	Europe/Moscow	2024-06-09
565197	Dorogomilovo	55.75	37.56667	PPLX	47		68000	Europe/Moscow	2013-04-02
565202	Dorogobuzh	54.91511	33.29877	PPLA2	69		12293	Europe/Moscow	2023-02-10
565289	Donskoye	45.45346	41.97244	PPLA2	70		15469	Europe/Moscow	2024-01-09
565290	Donskoy	53.96796	38.33151	PPLA2	76		31968	Europe/Moscow	2023-05-11
565348	Donetsk	48.33751	39.95416	PPLA2	61		50850	Europe/Moscow	2024-09-12
565381	Domodedovo	55.44223	37.75372	PPLA2	47	565379	53887	Europe/Moscow	2026-04-04
565407	Dombarovskiy	50.75779	59.53864	PPLA2	55		9556	Asia/Yekaterinburg	2024-11-12
565576	Dolgoye	52.05814	37.52491	PPLA2	56		0	Europe/Moscow	2023-05-11
565611	Dolgorukovo	52.32319	38.35412	PPLA2	43		5599	Europe/Moscow	2023-12-11
565614	Dolgoprudnyy	55.94958	37.50183	PPL	47		68259	Europe/Moscow	2023-05-28
565778	Dobryanka	58.46484	56.41299	PPLA2	90	565775	33291	Asia/Yekaterinburg	2024-05-14
565803	Dobroye	52.8626	39.80506	PPLA2	43		5550	Europe/Moscow	2023-12-11
565857	Dobrinka	52.16528	40.47306	PPLA2	43		10063	Europe/Moscow	2023-12-11
565885	Dno	57.82882	29.96917	PPLA2	60		9607	Europe/Moscow	2023-06-14
565908	Dmitrovsk	52.505	35.1464	PPLA2	56		5177	Europe/Moscow	2024-04-15
565955	Dmitrov	56.34485	37.52041	PPL	47		61607	Europe/Moscow	2023-06-11
566068	Dmitriyevka	52.88117	40.79009	PPLA2	72		6695	Europe/Moscow	2024-04-20
566155	Divnoye	45.90973	43.34943	PPLA2	70		15700	Europe/Moscow	2024-01-09
566165	Diveyevo	55.04071	43.24759	PPLA2	51		6390	Europe/Moscow	2023-12-11
566181	Dinskaya	45.21672	39.2259	PPLA2	38		34573	Europe/Moscow	2024-09-12
566199	Dimitrovgrad	54.21386	49.61838	PPL	81		132226	Europe/Ulyanovsk	2023-05-29
566243	Digora	43.15666	44.15629	PPLA2	68		11999	Europe/Moscow	2024-01-09
566456	Dergachi	51.23497	48.76598	PPLA2	67		9570	Europe/Saratov	2025-07-16
566532	Derbent	42.06622	48.28759	PPLA2	17		105965	Europe/Moscow	2023-06-14
566629	Demyansk	57.64456	32.46568	PPLA2	52		5693	Europe/Moscow	2023-09-06
566751	Demidov	55.27022	31.51632	PPLA2	69		8516	Europe/Moscow	2026-04-17
566868	Dedovichi	57.5516	29.94684	PPLA2	60		9606	Europe/Moscow	2023-06-14
566885	Dedino	56.24461	28.25059	PPLA3	60		0	Europe/Moscow	2017-05-07
566908	Debësy	57.6515	53.8089	PPLA2	80		5800	Europe/Samara	2024-03-09
567006	Davlekanovo	54.21761	55.03064	PPLA2	08		23952	Asia/Yekaterinburg	2024-12-12
567047	Darovskoy	58.76993	47.95787	PPLA2	33		7261	Europe/Kirov	2024-01-09
567109	Dankov	53.24976	39.14409	PPLA2	43		22913	Europe/Moscow	2023-12-11
567177	Danilovka	50.35786	44.11489	PPLA2	84		5956	Europe/Volgograd	2024-09-12
567183	Danilov	58.19077	40.17081	PPLA2	88		16808	Europe/Moscow	2023-10-06
567257	Dal’neye Konstantinovo	55.80844	44.0889	PPLA2	51		4484	Europe/Moscow	2023-12-11
567311	Dachnoye	59.84167	30.25583	PPLX	66	548375	72822	Europe/Moscow	2015-08-17
567434	Chusovoy	58.28915	57.81261	PPLA2	90		50205	Asia/Yekaterinburg	2024-05-14
567695	Chukhloma	58.75304	42.68633	PPLA2	37		5430	Europe/Moscow	2023-12-11
567774	Chudovo	59.12225	31.68125	PPLA2	52		17377	Europe/Moscow	2023-09-06
567806	Chuchkovo	54.27021	41.44746	PPLA2	62		4404	Europe/Moscow	2023-06-14
567902	Chkalovsk	56.76492	43.2469	PPLA2	51		13577	Europe/Moscow	2023-12-11
