geoname_id	name	preferred	historic	from	to
510291	Петергоф	1	0
510988	Бахчиванджи	1	0
511293	Переволоки	1	0
511357	Переславское	1	0
511431	Перелесье	1	0
511437	Перелëшино	1	0
512023	Павловский Посад	1	0
512039	Павловская Слобода	1	0
512111	Павловка	1	0
512435	Пасегово	1	0
512611	Парашино	1	0
513378	Озёры	1	0
513385	Озертицы	1	0
513426	Озёрный	1	0
513443	Озёрное	1	0
513476	Озерки	1	0
513588	Озерецкое	1	0
513632	Ойнолово	1	0
513701	Овстуг	1	0
513723	Овраги	1	0
513724	Овощи	1	0
513851	Отрожки	1	0
513891	Затишье	1	0
513897	Отрадное	1	0
514142	Остров	1	0
514272	Осташёво	1	0
514273	Осташово	1	0
514297	Остафьево	1	0
514679	Осельки	1	0
514757	Борисово	1	0
514934	Орлино	1	0
515003	Оренбург	1	0
515012	Орёл	1	0
515083	Сунжа	1	0
515192	Опалёво	1	0
515309	Олымский	1	0
515582	Ольгинская	1	0
515698	Оленегорск	1	0
515760	Окулово	1	0
515804	Цоцин-Юрт	1	0	1990
515927	Октябрьская Готня	1	0
516043	Охта	1	0
516073	Оханск	1	0
516215	Одинцово	1	0
516256	Очёр	1	0
516289	Обушково	1	0
516291	Обухово	1	0
516680	Нушполы	1	0
516716	Нурлат	1	0
516780	Ножай-Юрт	1	0
516874	Новый Ропск	1	0
516875	Новый Рогачик	1	0
516878	Новый Редант	1	0
517032	Новые Юрковичи	1	0
517179	Новые Бобовичи	1	0
517215	Новый Быт	1	0
517270	Новозуевка	1	0
517299	Зеленско	1	0
517417	Новое Село	1	0
517483	Новое Место	1	0
517607	Ново-Беляево	1	0
517813	Новотроицкая	1	0
517961	Новощапово	1	0
518097	Новосёлки	1	0
518133	Новосёлки	1	0
518136	Новосёлки	1	0
518379	Новопавловское	1	0
518440	Ново-Никольское	1	0
518557	Новомосковск	1	0
518745	Новохопёрск	1	0
518800	Новый Изборск	1	0
518858	Гребнево	1	0
518972	Новочеремшанск	1	0
519016	Новобессергеневка	1	0
519226	Новинка	1	0	1948
519402	Гелдагана	1	0
519438	Новая Вилга	1	0
519447	Новая Усмань	1	0
